MSSubClass	MSZoning	LotFrontage	LotArea	LotShape	LotConfig	Neighborhood	Condition1	BldgType	HouseStyle	OverallQual	OverallCond	YearBuilt	YearRemodAdd	RoofStyle	Exterior2nd	MasVnrType	MasVnrArea	ExterQual	ExterCond	Foundation	BsmtQual	BsmtExposure	BsmtFinType1	BsmtFinSF1	BsmtUnfSF	TotalBsmtSF	HeatingQC	CentralAir	Electrical	X1stFlrSF	X2ndFlrSF	GrLivArea	BsmtFullBath	BsmtHalfBath	FullBath	HalfBath	BedroomAbvGr	KitchenQual	TotRmsAbvGrd	Fireplaces	GarageType	GarageYrBlt	GarageFinish	GarageCars	GarageArea	PavedDrive	MoSold	YrSold	SaleType	SaleCondition	ExteriorFirst	BsmtUnfSf	BathToRoom	SalePrice
80	RL	4.605170186	9.400547423	IR1	Corner	NAmes	Norm	1Fam	SLvl	6	6	1964	1964	Gable	HdBoard	BrkFace	4.7449321284	TA	Gd	CBlock	TA	Gd	Rec	6.3350542515	563	7.027314514	TA	Y	SBrkr	7.2758646005	0	7.2758646005	0	0	1	1	3	TA	7	1	Attchd	1964	RFn	2	6.4692503168	Y	8	2009	WD	Normal	MetalSd	6.3332796281	0.6666666667	11.970350312
20	RL	4.6249728133	9.7936726865	Reg	Inside	Sawyer	Norm	1Fam	1Story	5	4	1955	1974	Hip	Plywood	None	0	TA	TA	CBlock	TA	Mn	ALQ	5.723585102	372	7.4747721824	TA	Y	SBrkr	7.4838066877	0	7.4838066877	1	0	1	1	3	TA	6	1	Attchd	1955	Unf	2	6.118097198	Y	7	2006	WD	Abnorml	Wd Sdng	5.9188938543	1	12.043553716
20	RL	4.0943445622	8.8388418134	IR1	Corner	Sawyer	Norm	1Fam	1Story	5	8	1962	2010	Gable	HdBoard	None	5.257495372	TA	Gd	CBlock	TA	No	ALQ	6.4907235345	381	6.9469759921	Ex	Y	SBrkr	6.9469759921	0	6.9469759921	1	0	1	1	3	TA	6	0	Detchd	1962	Unf	1	5.560681631	Y	4	2010	WD	Normal	HdBoard	5.9427993751	1	11.7519423654
80	RL	4.0073331852	9.3029195533	IR1	Inside	CollgCr	Norm	1Fam	SLvl	6	6	1978	1978	Gable	HdBoard	None	4.189654742	TA	TA	CBlock	Gd	Gd	GLQ	6.2245584293	0	6.8458798753	TA	Y	SBrkr	6.9334230257	0	6.9334230257	1	0	1	0	3	TA	5	0	Detchd	1981	Unf	2	6.3561076607	Y	10	2008	WD	Normal	Plywood	4.3307333403	0.6666666667	11.8981878658
60	RL	4.1743872699	9.0027010072	Reg	Inside	Gilbert	Norm	1Fam	2Story	6	5	1994	1995	Gable	HdBoard	None	3.8286413965	TA	TA	PConc	Gd	No	Unf	3.1780538303	702	6.553933404	Gd	Y	SBrkr	6.553933404	6.6580110459	7.3004728143	0	0	2	1	3	TA	6	1	Attchd	1994	Fin	2	5.8377304472	Y	3	2009	WD	Normal	HdBoard	6.553933404	1	12.0668105782
20	RL	4.3820266347	9.2495610851	Reg	Inside	NWAmes	Norm	1Fam	1Story	7	5	1976	1976	Gable	HdBoard	BrkFace	5.2417470151	TA	TA	CBlock	Gd	No	Unf	5.9964520886	1090	6.9939329752	TA	Y	SBrkr	7.2225660188	0	7.2225660188	0	0	2	0	3	TA	6	1	Attchd	1976	RFn	2	6.1717005974	Y	6	2009	WD	Family	HdBoard	6.9939329752	0.6666666667	11.9316357998
60	RL	4.521788577	9.3082834463	IR1	Corner	NWAmes	PosA	1Fam	2Story	6	7	1968	1984	Gable	HdBoard	BrkFace	5.3936275464	TA	TA	CBlock	TA	Mn	BLQ	6.4281052727	435	6.9603477291	TA	Y	SBrkr	7.3211885567	7.0405363902	7.8838232149	1	0	2	1	4	Gd	9	1	Attchd	1968	Unf	2	6.4281052727	Y	8	2006	WD	Normal	HdBoard	6.0753460311	1	12.4292161968
50	RL	4.0073331852	8.941414628	Reg	Corner	Crawfor	Norm	1Fam	1.5Fin	7	8	1918	1998	Gable	Wd Sdng	None	5.6629604801	Gd	TA	BrkTil	TA	No	Unf	5.342334252	912	6.8156399901	Gd	Y	SBrkr	6.8156399901	6.2422232655	7.262628601	0	0	1	1	3	Gd	7	1	Detchd	1925	Unf	1	5.3752784077	Y	6	2007	WD	Normal	Wd Sdng	6.8156399901	0.6666666667	12.1545161586
190	RL	4.3174881135	9.3609132305	Reg	Inside	Sawyer	Norm	2fmCon	1Story	5	4	1965	1965	Hip	HdBoard	None	5.8861040315	TA	TA	PConc	TA	Mn	BLQ	6.73459166	198	6.9460139911	Ex	Y	SBrkr	6.9460139911	0	6.9460139911	1	0	1	1	3	TA	6	0	Attchd	1965	Unf	2	6.2225762681	Y	4	2010	WD	Normal	Plywood	5.2882670307	1	11.7867621306
20	RL	4.3944491547	9.1769903923	Reg	Corner	SawyerW	Norm	1Fam	1Story	6	5	1984	1985	Hip	Plywood	None	3.9889840466	TA	TA	PConc	Gd	No	GLQ	5.8230458955	702	6.9469759921	TA	Y	SBrkr	7.0003344603	0	7.0003344603	0	0	2	0	3	TA	6	0	Attchd	1986	Unf	2	6.1737861039	Y	5	2010	WD	Normal	HdBoard	6.553933404	0.6666666667	11.9316357998
20	RL	4.248495242	8.9785344101	Reg	Inside	NAmes	Norm	1Fam	1Story	5	5	1959	1959	Hip	Plywood	None	4.7874917428	TA	TA	CBlock	TA	No	BLQ	7.0457765769	0	7.0457765769	TA	Y	SBrkr	7.0457765769	0	7.0457765769	1	0	1	0	3	TA	6	0	Attchd	1959	Unf	1	6.5102583405	Y	7	2009	WD	Normal	BrkFace	3.6888794541	0.6666666667	11.7943379244
20	FV	4.276666119	9.0641578618	Reg	Inside	Somerst	Norm	1Fam	1Story	7	5	2007	2008	Gable	VinylSd	None	4.0943445622	Gd	TA	PConc	Ex	No	Unf	2.7725887222	1372	7.2240248083	Ex	Y	SBrkr	7.2240248083	0	7.2240248083	0	0	2	0	3	Gd	6	0	Attchd	2008	Fin	2	6.2709884319	Y	5	2008	New	Partial	VinylSd	7.2240248083	0.6666666667	12.4315335098
20	RL	4.0943445622	9.0768089794	IR1	Inside	NAmes	Norm	1Fam	1Story	5	6	1970	1970	Gable	MetalSd	BrkFace	4.3307333403	TA	TA	CBlock	TA	No	BLQ	6.7190131544	174	6.9097532816	TA	Y	SBrkr	6.9097532816	0	6.9097532816	1	0	1	0	3	TA	5	0	Detchd	1973	Unf	2	6.8046145201	Y	8	2009	WD	Normal	MetalSd	5.1590552992	0.6666666667	11.9083402372
20	RL	4.2046926194	9.2738783928	IR1	Inside	Timber	Norm	1Fam	1Story	8	5	2006	2007	Gable	VinylSd	Stone	5.6131281064	Gd	TA	PConc	Gd	Av	Unf	3.1780538303	1638	7.4012312644	Ex	Y	SBrkr	7.4061033812	0	7.4061033812	0	0	2	0	3	Gd	6	1	Attchd	2007	RFn	3	6.7684932116	Y	11	2007	New	Partial	VinylSd	7.4012312644	0.6666666667	12.4248064884
20	RL	4.4426512565	8.8493705038	Reg	Corner	Sawyer	Feedr	1Fam	1Story	4	5	1961	1961	Gable	VinylSd	None	3.8066624898	TA	TA	CBlock	TA	No	ALQ	6.8373328147	108	6.9469759921	TA	Y	SBrkr	7.0210839643	0	7.0210839643	1	0	1	1	3	Fa	5	0	Attchd	1961	RFn	2	6.2989492469	Y	5	2007	WD	Normal	VinylSd	4.6821312271	1	11.7675676833
60	RL	3.9318256327	9.5998115903	IR2	Corner	Gilbert	Feedr	1Fam	2Story	5	6	1948	1950	Gable	Plywood	None	4.7184988713	TA	TA	Slab	Gd	No	BLQ	6.3421214187	0	6.5708829623	Gd	Y	SBrkr	7.3440728506	6.579251212	7.7493224647	0	0	2	0	2	TA	7	1	Attchd	1979	Unf	2	6.5102583405	P	5	2006	WD	Normal	Plywood	4.4773368145	1	12.0376539939
60	RL	4.3820266347	9.2041210722	Reg	Inside	SawyerW	Norm	1Fam	2Story	7	5	1993	1994	Gable	MetalSd	BrkFace	5.5053315359	Gd	TA	PConc	Gd	No	GLQ	6.6200732065	300	6.9565454432	Ex	Y	SBrkr	6.9679092018	6.7878449823	7.5750716995	1	0	2	1	3	Gd	8	1	Attchd	1993	Fin	2	6.3526293963	Y	6	2010	WD	Normal	MetalSd	5.7037824747	1.3333333333	12.371587084
20	RL	4.0943445622	8.794824928	Reg	Inside	NAmes	PosN	1Fam	1Story	5	5	1962	1962	Hip	MetalSd	None	5.6629604801	TA	TA	CBlock	TA	No	Unf	5.7397929122	894	6.7957057752	Gd	N	SBrkr	6.7957057752	0	6.7957057752	0	0	1	0	2	TA	5	0	Detchd	1962	Unf	1	5.730099783	Y	8	2009	WD	Normal	MetalSd	6.7957057752	0.5	11.6036798282
60	RL	4.248495242	9.0768089794	Reg	Inside	CollgCr	Norm	1Fam	2Story	6	5	1998	1998	Gable	VinylSd	BrkFace	4.7535901911	TA	TA	PConc	Gd	No	GLQ	6.2245584293	299	6.6895992692	Ex	Y	SBrkr	6.6895992692	6.7776465936	7.4277388405	0	0	2	1	3	Gd	7	0	Attchd	1998	RFn	2	6.2595814641	Y	6	2010	WD	Normal	VinylSd	5.7004435734	1	12.2085695257
20	RL	4.3040650932	9.0929072751	Reg	Corner	NAmes	Norm	1Fam	1Story	5	7	1953	1996	Gable	Wd Shng	None	4.4886363697	Gd	TA	Stone	TA	Av	Unf	5.8805329864	105	4.6539603502	Gd	Y	SBrkr	6.8134445995	0	6.8134445995	0	0	1	0	3	Gd	5	0	Attchd	1953	Unf	2	6.0258659738	Y	10	2008	WD	Normal	WdShing	4.6539603502	0.3333333333	11.6613454701
40	RL	4.0943445622	9.4045904996	Reg	Inside	NAmes	Norm	1Fam	1Story	5	7	1949	1950	Gable	HdBoard	None	4.7004803658	Gd	TA	CBlock	TA	No	Rec	5.926926026	457	6.7238324408	Gd	Y	SBrkr	6.9431224228	0	7.145196135	0	0	1	0	3	TA	6	1	Attchd	1949	Unf	1	5.6629604801	Y	9	2009	WD	Normal	HdBoard	6.1246833909	0.3333333333	11.7981044072
50	RM	3.9512437186	8.6517240844	Reg	Inside	OldTown	Artery	1Fam	1.5Fin	5	6	1941	1950	Gable	Wd Sdng	None	5.3471075307	TA	TA	CBlock	TA	No	Unf	5.5759491031	676	6.516193076	Ex	Y	SBrkr	6.516193076	6.120297419	7.0308574761	0	0	1	1	3	TA	5	0	Detchd	1941	Unf	1	5.2983173665	Y	8	2009	WD	Abnorml	Wd Sdng	6.516193076	0.6666666667	11.1049572266
60	FV	4.3174881135	9.1049798563	Reg	Inside	Somerst	Norm	1Fam	2Story	8	5	2007	2007	Gable	CmentBd	None	5.8406416574	Gd	TA	PConc	Gd	Av	GLQ	4.1588830834	1120	7.0766538154	Ex	Y	SBrkr	7.0766538154	7.262628601	7.8671055003	0	0	2	1	4	Ex	11	1	BuiltIn	2007	Fin	2	6.3099182782	Y	8	2007	New	Partial	CemntBd	7.0210839643	0.75	12.6230611041
20	RL	4.5432947823	10.1380061619	Reg	Inside	Mitchel	Norm	1Fam	1Story	4	5	1963	1963	Gable	Plywood	None	3.8066624898	TA	TA	PConc	TA	Gd	ALQ	6.4504704221	431	6.9697906699	Gd	Y	SBrkr	6.9469759921	0	6.9469759921	1	0	1	0	3	TA	5	0	Attchd	1963	Unf	2	6.4738906964	Y	1	2007	WD	Normal	HdBoard	6.0661080901	0.6666666667	11.7924493497
60	RL	4.3040650932	9.0863631922	Reg	Inside	NridgHt	Norm	1Fam	2Story	9	5	2004	2005	Hip	VinylSd	Stone	5.3752784077	Gd	TA	PConc	Ex	No	GLQ	7.0647590278	292	7.2875606403	Ex	Y	SBrkr	7.2875606403	6.6359465557	7.7070626554	1	0	2	1	4	Ex	10	1	Attchd	2004	Fin	3	6.6039438246	Y	6	2009	WD	Normal	VinylSd	5.6767538023	1	12.7656884335
85	RL	4.4773368145	9.3743282221	IR1	Inside	Sawyer	Norm	1Fam	SFoyer	5	7	1961	1995	Gable	HdBoard	None	0	TA	TA	CBlock	TA	Av	ALQ	6.8012830345	210	7.0112139874	TA	Y	SBrkr	7.051855623	0	7.051855623	1	0	1	0	3	Gd	6	0	Detchd	1987	Unf	2	6.3561076607	Y	6	2010	WD	Normal	HdBoard	5.3471075307	0.6666666667	11.9049675527
20	RL	4.0943445622	8.853665428	IR1	CulDSac	CollgCr	Norm	1Fam	1Story	5	8	1978	2005	Gable	VinylSd	BrkFace	4.4998096703	Gd	Gd	CBlock	TA	No	ALQ	6.4707995038	218	6.7615727688	Ex	Y	SBrkr	6.7615727688	0	6.7615727688	1	0	1	0	3	TA	6	0	Attchd	1978	Unf	1	5.81711116	Y	7	2009	WD	Normal	VinylSd	5.3844950628	0.6666666667	11.8240798936
20	RL	4.0943445622	8.8570881353	Reg	Inside	Edwards	Norm	1Fam	1Story	5	5	2005	2006	Gable	VinylSd	None	4.4426512565	TA	TA	PConc	Ex	No	ALQ	6.8875525717	110	6.9939329752	Gd	Y	SBrkr	6.9939329752	0	6.9939329752	1	0	1	1	2	TA	5	0	Attchd	2005	Fin	2	6.1092475828	Y	6	2007	WD	Normal	VinylSd	4.7004803658	1.5	11.9640010843
50	RL	3.7841896339	9.5293757521	IR1	CulDSac	Timber	Norm	1Fam	1.5Fin	7	5	1990	1991	Gable	HdBoard	BrkFace	4.7621739348	Gd	Gd	CBlock	Gd	Mn	LwQ	6.8046145201	254	7.0527210492	Ex	Y	SBrkr	7.0791843946	6.2728770065	7.4483338609	0	0	2	1	3	Gd	7	1	Attchd	1990	RFn	2	5.9914645471	Y	4	2007	WD	Normal	HdBoard	5.537334267	1	12.1415341244
60	RL	4.3174881135	9.1732613637	IR1	Corner	Gilbert	Norm	1Fam	2Story	6	5	1992	1993	Gable	VinylSd	None	4.3040650932	TA	TA	PConc	Gd	No	Unf	2.7725887222	808	6.6945620585	Gd	Y	SBrkr	6.6945620585	6.6656837178	7.3733743099	0	0	2	1	3	TA	7	1	BuiltIn	1993	RFn	2	5.9635793436	Y	12	2009	WD	Normal	VinylSd	6.6945620585	1	12.0895388293
75	RL	4.0943445622	8.7329495243	Reg	Inside	SWISU	Norm	1Fam	2.5Fin	4	5	1912	1950	Gable	Wd Sdng	None	5.598421959	Gd	TA	PConc	TA	No	Unf	6.3456363608	795	6.6783421147	TA	N	SBrkr	6.8606636714	6.6783421147	7.7097568645	1	0	1	0	5	TA	10	0	Detchd	1997	Unf	1	6.0867747269	Y	3	2006	WD	Normal	Wd Sdng	6.6783421147	0.4	11.6826682396
20	RL	4.1743872699	8.8748676357	Reg	Inside	NAmes	Norm	1Fam	1Story	5	5	1967	1967	Gable	HdBoard	BrkFace	4.0943445622	TA	TA	CBlock	TA	No	BLQ	6.0684255882	460	6.7934661326	TA	Y	SBrkr	6.7934661326	0	6.7934661326	0	0	1	0	3	TA	5	0	Attchd	1967	RFn	1	5.6629604801	Y	7	2009	WD	Normal	HdBoard	6.1312264895	0.3333333333	11.512925465
120	FV	3.9120230054	8.5407143865	IR1	CulDSac	Somerst	Norm	TwnhsE	1Story	9	5	1999	2000	Gable	MetalSd	BrkFace	4.0943445622	Gd	TA	PConc	Ex	Av	GLQ	7.1212524532	460	7.4372063669	Ex	Y	SBrkr	7.4436636831	0	7.4436636831	1	0	2	0	2	Gd	5	1	Attchd	1999	Fin	2	6.2265366693	Y	1	2008	CWD	Abnorml	MetalSd	6.1312264895	1.5	12.7035090322
90	RL	4.248495242	9.0351533041	Reg	Corner	NAmes	Norm	Duplex	1Story	5	5	1959	2005	Gable	MetalSd	BrkFace	4.8040210447	TA	TA	CBlock	TA	No	LwQ	6.2690962837	1098	7.3938782901	Ex	Y	SBrkr	7.4454175567	0	7.4454175567	0	0	2	0	4	TA	8	0	Attchd	2005	Fin	2	6.3767269479	Y	6	2006	WD	Family	MetalSd	7.0012456221	0.5	11.8844890214
50	RL	4.0775374439	9.7090529279	IR1	Inside	Edwards	Norm	1Fam	1.5Fin	5	7	1955	1955	Gable	MetalSd	None	4.5432947823	TA	Gd	PConc	TA	No	Unf	5.1179938124	816	6.704414355	TA	Y	SBrkr	6.7707894239	6.2557500418	7.2392149738	0	0	1	1	3	TA	8	0	Attchd	1955	Unf	1	5.7037824747	Y	4	2008	WD	Normal	MetalSd	6.704414355	0.6666666667	11.8167269193
20	RL	4.5538768916	9.671870704	IR1	Inside	NAmes	Norm	1Fam	1Story	8	6	1970	1970	Flat	Wd Sdng	None	5.723585102	Gd	Gd	PConc	TA	Gd	ALQ	5.8607862235	1043	7.7039102096	Ex	Y	SBrkr	7.7039102096	0	7.7039102096	1	0	2	0	4	Gd	8	1	Attchd	1970	Unf	2	6.4313310819	Y	10	2007	WD	Normal	Wd Sdng	6.949856455	0.75	12.4987422595
20	RL	4.8520302639	9.4059071555	Reg	Inside	NAmes	Feedr	1Fam	1Story	6	4	1953	1953	Hip	Wd Sdng	BrkFace	4.4998096703	TA	TA	CBlock	TA	No	BLQ	6.9314718056	481	7.3165481772	Ex	Y	SBrkr	7.3165481772	0	7.3165481772	1	0	1	0	2	TA	6	1	Attchd	1953	RFn	2	6.2245584293	Y	2	2009	WD	Normal	Wd Sdng	6.1758672701	1	11.9150516718
50	RL	4.0943445622	8.9951649903	Reg	Corner	NAmes	Artery	1Fam	1.5Fin	5	7	1949	2006	Gable	MetalSd	None	3.7376696183	TA	Gd	CBlock	TA	Mn	Unf	4.9487598904	672	6.5102583405	Ex	Y	SBrkr	6.5102583405	5.5294290875	6.8287120716	0	0	1	0	3	TA	6	1	Detchd	2003	Unf	2	6.3561076607	Y	7	2007	WD	Normal	MetalSd	6.5102583405	0.3333333333	11.7191262956
60	RL	4.248495242	9.3222394645	Reg	Inside	Sawyer	Norm	1Fam	2Story	6	5	1978	1978	Hip	HdBoard	BrkFace	4.521788577	TA	TA	CBlock	TA	No	LwQ	5.4205349993	192	6.8221973906	Gd	Y	SBrkr	6.8221973906	6.6398758338	7.4283331942	0	0	2	1	3	TA	7	1	Attchd	1978	RFn	2	6.0867747269	Y	7	2009	WD	Normal	HdBoard	5.257495372	1	12.0581525155
20	RL	4.248495242	9.0376522642	Reg	Inside	Sawyer	Norm	1Fam	1Story	6	8	1963	2003	Hip	HdBoard	None	4.7361984484	TA	TA	CBlock	TA	No	GLQ	6.4967749902	396	6.9650803456	TA	Y	SBrkr	6.9735430195	0	6.9735430195	0	1	1	0	3	TA	6	0	Attchd	1963	RFn	1	5.5759491031	Y	2	2006	WD	Normal	HdBoard	5.9814142113	0.6666666667	11.9479493753
20	RL	4.1743872699	9.4943155825	Reg	Inside	Sawyer	PosN	1Fam	1Story	5	5	1954	1954	Gable	Plywood	None	5.1239639794	TA	TA	PConc	Gd	Mn	BLQ	6.9697906699	319	7.2320103317	TA	Y	SBrkr	7.2320103317	0	7.2320103317	1	0	1	0	3	TA	6	1	Attchd	1954	Unf	1	5.8692969131	Y	6	2008	WD	Normal	Wd Sdng	5.7651911028	0.6666666667	12.0137007529
90	RL	4.1588830834	8.8562335561	Reg	Inside	SawyerW	Norm	Duplex	1Story	5	5	1979	1979	Gable	Plywood	None	4.9126548857	TA	TA	Slab	Gd	No	GLQ	5.5490760849	0	7.3158835045	TA	Y	SBrkr	7.33628566	0	7.33628566	0	0	2	0	4	TA	8	0	Attchd	1979	Unf	2	5.9914645471	Y	6	2009	WD	Alloca	Plywood	3.6375861597	0.5	11.6856847823
60	RL	4.262679877	8.8616335977	Reg	Inside	NAmes	Norm	1Fam	2Story	6	5	1963	1963	Hip	HdBoard	BrkFace	6.0282785202	TA	TA	CBlock	TA	No	BLQ	5.9914645471	380	6.6592939197	TA	Y	SBrkr	6.8906091201	6.7007311095	7.4933172489	1	0	1	1	4	TA	8	1	Attchd	1963	RFn	2	6.1800166537	Y	10	2008	WD	Normal	HdBoard	5.9401712527	0.75	11.8493977016
30	RM	3.9120230054	9.0785217974	Reg	Inside	IDOTRR	Norm	1Fam	1Story	4	6	1936	1950	Gable	Wd Sdng	None	5.4116460519	TA	TA	BrkTil	TA	No	ALQ	5.6524891803	666	6.8575140625	Ex	N	SBrkr	6.8575140625	0	6.8575140625	0	0	1	0	2	TA	6	0	Detchd	1936	Unf	1	5.7899601709	Y	4	2006	WD	Abnorml	Wd Sdng	6.5012896705	0.5	11.5759002641
90	RL	4.1588830834	8.8562335561	Reg	Inside	SawyerW	Feedr	Duplex	2Story	5	5	1979	1979	Gable	Plywood	None	4.8675344505	TA	TA	Slab	TA	No	Unf	6.551080335	0	7.0387835414	TA	Y	SBrkr	7.0210839643	7.0210839643	7.7142311448	0	0	2	0	6	TA	12	0	Detchd	1979	Unf	2	6.2690962837	Y	6	2009	WD	Alloca	Plywood	7.0184017991	0.3333333333	11.8702711839
20	RL	4.605170186	9.466454375	IR1	Inside	NridgHt	Norm	1Fam	1Story	9	5	2009	2010	Hip	VinylSd	Stone	6.6333184333	Ex	TA	PConc	Ex	Gd	GLQ	7.6907431635	142	7.7536235466	Ex	Y	SBrkr	7.7681103785	0	7.7681103785	1	0	2	1	2	Ex	11	2	Attchd	2009	Fin	3	6.7093043403	Y	3	2010	New	Partial	VinylSd	4.9558270576	2	13.3239269469
20	RL	4.1743872699	8.8526649277	Reg	Inside	Sawyer	Feedr	1Fam	1Story	5	7	1961	1994	Gable	Plywood	None	5.257495372	TA	TA	CBlock	TA	No	BLQ	6.1420374056	447	6.8156399901	TA	Y	SBrkr	7.119635638	0	7.119635638	0	0	1	0	3	TA	6	1	Attchd	1961	Unf	1	5.6629604801	Y	6	2006	WD	Normal	HdBoard	6.1025585946	0.3333333333	11.8130300574
20	RL	4.2046926194	8.9010941216	IR1	Inside	NAmes	Norm	1Fam	1Story	4	6	1971	1971	Gable	HdBoard	None	5.1929568509	TA	TA	CBlock	TA	No	ALQ	5.7745515455	536	6.7546040995	TA	Y	SBrkr	6.7546040995	0	6.7546040995	0	0	1	0	2	TA	4	0	Detchd	1979	Unf	1	6.5279579176	Y	6	2007	WD	Normal	HdBoard	6.2841341611	0.5	11.6082356448
20	RL	4.1588830834	9.0724566646	IR1	Inside	NAmes	Norm	1Fam	1Story	5	7	1957	2000	Hip	MetalSd	None	6.4769723629	TA	Gd	CBlock	TA	Mn	BLQ	6.7569323892	132	6.8997231073	TA	Y	SBrkr	7.1747243098	0	7.1747243098	1	0	1	0	2	TA	5	0	Detchd	1968	Unf	1	6.6280413762	Y	5	2009	WD	Normal	MetalSd	4.8828019226	1	11.9381932004
60	RL	4.1431347264	8.9714484637	Reg	Inside	Gilbert	Norm	1Fam	2Story	7	5	2003	2003	Gable	VinylSd	None	4.521788577	Gd	TA	PConc	Gd	No	Unf	3.1780538303	783	6.663132696	Ex	Y	SBrkr	6.6933236683	6.553933404	7.3192024588	0	0	2	1	3	Gd	8	1	Attchd	2003	Fin	2	5.9738096119	Y	7	2006	WD	Normal	VinylSd	6.663132696	1	12.1007121299
20	RL	3.9120230054	9.6063610213	IR1	CulDSac	Gilbert	Norm	1Fam	1Story	7	5	2006	2006	Hip	VinylSd	BrkFace	3.295836866	Gd	TA	PConc	Gd	No	Unf	3.1780538303	1670	7.4205789054	Ex	Y	SBrkr	7.4205789054	0	7.4205789054	0	0	2	0	3	Gd	7	1	Attchd	2006	RFn	3	6.5366915976	Y	8	2006	New	Partial	VinylSd	7.4205789054	0.6666666667	12.3883942023
20	RL	4.2341065046	8.7279402224	IR1	Inside	Sawyer	Norm	1Fam	1Story	5	6	1967	1967	Gable	Wd Sdng	BrkFace	4.3174881135	TA	TA	CBlock	TA	No	GLQ	6.3952615981	277	6.7753660909	TA	Y	SBrkr	6.8046145201	0	6.8046145201	0	0	1	0	3	TA	6	0	Attchd	1967	Unf	1	5.6629604801	Y	8	2007	WD	Normal	HdBoard	5.6240175062	0.3333333333	11.7400610376
20	RL	4.3820266347	9.2023082003	Reg	Inside	NAmes	Norm	1Fam	1Story	5	5	1954	1954	Gable	HdBoard	Stone	4.7004803658	TA	TA	CBlock	TA	No	Rec	5.8692969131	412	6.9622434643	TA	Y	SBrkr	6.9688503783	0	6.9688503783	1	0	1	0	3	TA	6	0	Attchd	1954	RFn	1	5.6347896032	Y	2	2010	WD	Normal	HdBoard	6.0210233493	0.6666666667	11.7597855429
20	RL	4.7535901911	9.5105190358	IR1	Corner	Somerst	Norm	1Fam	1Story	8	5	2006	2006	Gable	VinylSd	Stone	5.3375380797	Gd	TA	PConc	Gd	No	GLQ	4.1431347264	1560	7.3920315675	Ex	Y	SBrkr	7.4000095172	0	7.4000095172	1	0	2	0	3	Gd	8	1	Attchd	2006	RFn	3	6.7627295069	Y	6	2007	WD	Normal	VinylSd	7.3524411002	1	12.4490188241
50	RL	4.4543472963	9.3501023144	IR1	Inside	Crawfor	Norm	1Fam	1.5Fin	7	7	1936	1987	Gable	BrkFace	None	5.7430031878	Gd	TA	CBlock	Gd	No	Rec	5.4071717715	794	6.924612396	Gd	Y	SBrkr	6.9275579063	6.9440872082	7.6290038897	0	0	1	1	3	Gd	6	1	Attchd	1936	Fin	1	5.1929568509	Y	6	2006	WD	Normal	BrkFace	6.6770834612	0.6666666667	12.4292161968
20	RL	4.0430512678	9.0921197406	IR1	Inside	Mitchel	Norm	1Fam	1Story	5	5	1983	1983	Gable	HdBoard	None	0	TA	TA	CBlock	Gd	Av	BLQ	5.7071102647	239	6.7615727688	TA	Y	SBrkr	6.8046145201	0	6.8046145201	1	0	1	0	2	TA	5	0	Attchd	1983	Unf	2	6.1820849067	Y	6	2006	WD	Normal	HdBoard	5.4764635519	1	11.7829526022
60	RL	5.0039463059	9.4405786958	IR2	Inside	Gilbert	Norm	1Fam	2Story	6	5	2005	2005	Gable	VinylSd	None	0	Gd	TA	PConc	Gd	No	Unf	2.7725887222	742	6.6093492432	Ex	Y	SBrkr	6.6093492432	6.6093492432	7.3024964237	0	0	2	1	3	Gd	8	1	Attchd	2005	Fin	2	5.9661467391	Y	6	2009	WD	Normal	VinylSd	6.6093492432	1	12.0668105782
90	RL	4.3820266347	9.3587603771	Reg	Corner	NAmes	Feedr	Duplex	2Story	5	5	1960	1960	Gable	MetalSd	BrkFace	5.8888779583	TA	TA	CBlock	TA	No	Rec	6.09356977	662	7.007600614	TA	Y	FuseA	7.007600614	7.0639039615	7.7292956743	0	0	2	0	5	TA	12	0	Detchd	1960	Unf	2	6.1737861039	Y	1	2010	WD	Normal	MetalSd	6.4952655559	0.4	11.9466540384
20	RL	4.189654742	9.1362631686	IR1	CulDSac	CollgCr	Norm	1Fam	1Story	5	7	1977	1989	Gable	Plywood	None	5.1929568509	TA	TA	CBlock	Gd	Av	ALQ	5.2781146592	1072	7.145196135	TA	Y	SBrkr	7.145196135	0	7.145196135	0	0	1	1	3	Gd	5	0	Detchd	1978	Unf	1	5.5294290875	Y	10	2009	WD	Normal	HdBoard	6.9772813416	0.6666666667	11.8740903142
30	RM	3.9318256327	8.7193173755	Reg	Inside	BrkSide	Norm	1Fam	1Story	5	7	1925	1950	Gable	MetalSd	None	3.8066624898	TA	TA	BrkTil	TA	No	Rec	6.1923624895	279	6.6437897331	TA	N	SBrkr	6.9226438915	0	6.9226438915	0	0	1	0	3	TA	6	0	Detchd	1925	Unf	1	6.1092475828	Y	7	2006	WD	Abnorml	MetalSd	5.6312117818	0.3333333333	11.3850920935
90	RH	4.4067192473	8.7435316336	Reg	Inside	Crawfor	Norm	Duplex	2Story	5	6	1949	1950	Gable	MetalSd	None	5.0039463059	TA	TA	CBlock	TA	No	BLQ	5.6489742382	717	6.9087547793	TA	N	FuseA	6.9087547793	6.9087547793	7.6019019599	0	0	2	0	4	TA	8	0	2Types	1949	Unf	3	6.7696419769	Y	8	2007	WD	Normal	MetalSd	6.5750758406	0.5	11.8844890214
